Frequency (Hz),Trace 1 (V),Phase (deg),Trace 2 (V),Phase (deg)
240.4724019198665,2.927605746826427e-05,56.80246562288914,3.104977715188285e-05,169.1772089923353
244.5482053422371,3.722922181481543e-05,104.5856779219034,6.395733976767004e-06,155.5943788311577
248.6240087646077,4.405386315211815e-05,114.5848275980499,1.680198345388516e-05,149.6648051034624
252.6998121869783,3.459355287209962e-05,109.8993874258588,2.612641134158473e-05,156.8675719588782
256.775615609349,1.106077650587107e-05,81.62619387448544,2.560206277114917e-05,158.4176960084028
260.8514190317196,1.538095649479152e-05,162.6161982749686,1.235611858634181e-05,164.6626800841608
264.9272224540902,2.564134913958647e-05,5.981276922591808,1.431206198211632e-05,151.0704216892046
269.0030258764608,3.320632795985034e-05,22.51446011969941,2.762755585116758e-05,161.379725155248
273.0788292988314,2.678881849369694e-05,46.97392490562032,2.225725745039771e-05,5.458853520961338
277.154632721202,3.447656745610576e-05,91.48706331033264,3.080717029855964e-05,47.04127713832835
281.2304361435727,3.968999551828919e-05,101.666484970369,4.181403366870383e-05,65.61222055082935
285.3062395659433,3.629298977393443e-05,105.7684171297597,3.504397250062842e-05,68.97853668056226
289.3820429883139,4.141223716799716e-05,108.686836231035,3.259439849640107e-05,30.79395117577294
293.4578464106845,3.781296558031611e-05,98.89164748366252,5.619064630464681e-05,2.086536064098294
297.5336498330551,3.327672551503579e-05,58.14288660394521,8.397127094333173e-05,168.2694250278032
301.6094532554258,3.857579003613559e-05,33.11280627459669,0.0001033864877223977,163.376351920426
305.6852566777964,3.346144490580369e-05,8.682991420048824,0.0001005424363502196,164.2464500424592
309.761060100167,4.313000357770004e-05,156.7746371299338,7.426088401613475e-05,167.1607700601912
313.8368635225376,4.820587748603195e-05,152.7319781302737,3.262351522094245e-05,170.275473422737
317.9126669449082,4.324923794715669e-05,159.4735664595283,6.007205308557843e-06,78.76820840129473
321.9884703672788,3.821029939810273e-05,164.869868284962,1.278355197819865e-05,23.61618752292422
326.0642737896495,2.381849784144667e-05,8.982426491501133,9.95034712599389e-06,160.3633600763892
330.1400772120201,1.877807735053854e-05,42.50490829356156,8.03957233738785e-06,37.54471614996337
334.2158806343907,1.105465260902725e-05,167.7758715820858,3.358389476751961e-05,16.09957915250974
338.2916840567613,2.359125342197043e-05,96.32575384130128,5.030865793217512e-05,18.12500423382641
342.3674874791319,3.716647052595493e-05,98.85807594222757,5.622835999288183e-05,8.627510276548975
346.4432909015026,4.668558650749101e-05,109.7816082813891,6.138442140326822e-05,176.674329651728
350.5190943238732,4.499903169610613e-05,94.09961653397589,6.718872942712896e-05,166.4238432544251
354.5948977462438,4.585020695972611e-05,67.09682285591336,7.120033246771202e-05,162.3188055486181
358.6707011686144,4.091234148759552e-05,44.37694856208063,6.087368583774558e-05,170.2846442722751
362.746504590985,3.886474249236243e-05,179.1445008689288,4.902922870825625e-05,5.921289618183422
366.8223080133556,4.972317873665404e-05,139.1584696821826,4.403014245127229e-05,23.18530963331251
370.8981114357263,6.25417645506882e-05,110.013034197121,4.486683148548231e-05,47.41335039560636
374.9739148580969,7.162275792660093e-05,96.80310284795054,4.385363326067871e-05,65.87268857304852
379.0497182804675,5.796004343017403e-05,90.43907579672612,4.140525522926829e-05,72.36561948348123
383.1255217028381,3.071331007622708e-05,92.05605746199393,4.621159669386256e-05,74.86009583989596
387.2013251252087,1.702602774903785e-05,128.5670582155462,4.48757597151131e-05,90.74882591611714
391.2771285475793,9.228309286820322e-06,116.9648252851605,4.694427819640212e-05,106.7159245769108
395.35293196995,8.324443396173458e-06,52.16136784800167,5.24674964732614e-05,99.63355169419347
399.4287353923206,4.433246541353376e-06,119.1076223380863,5.048240831328726e-05,92.63425492079001
403.5045388146912,6.626701195951389e-06,19.68346165248614,4.541868193055111e-05,95.64264236671634
407.5803422370618,1.902065401725353e-05,52.04761913226358,4.087276626169152e-05,88.17457740052286
411.6561456594324,4.005383676872922e-05,41.56978810313066,3.206105112438046e-05,67.46130901535768
415.7319490818031,4.432872787932206e-05,29.57032100766146,1.730992602963057e-05,44.04369062973763
419.8077525041737,2.900386247504082e-05,23.17737765816254,1.338429807733047e-05,157.4608369722079
423.8835559265443,1.445559610562628e-05,2.808831233368886,2.488751468291522e-05,147.8641629647063
427.9593593489149,1.195118860959007e-05,120.9066274858117,3.417797269097283e-05,152.7859156758095
432.0351627712855,1.494413045244124e-05,30.02211677411888,3.303466569762973e-05,155.3970331680679
436.1109661936561,3.351552335947243e-05,173.5269677896937,1.839083277993013e-05,152.4806487321843
440.1867696160268,4.085483638633175e-05,159.1163758304719,1.231198072997163e-05,99.86242327605699
444.2625730383974,3.523672542745462e-05,138.3594584507522,2.846328783769237e-05,58.86736802641025
448.338376460768,2.315665656049037e-05,108.9181576707227,4.901419605135746e-05,43.66246714420917
452.4141798831386,1.328073442172424e-05,7.148112740273914,5.069880891310106e-05,38.3883177463675
456.4899833055092,3.990865149613707e-05,153.6483960346402,4.680161880084831e-05,36.3764553866291
460.5657867278799,4.581694684799124e-05,165.0230063927461,4.404500066030368e-05,28.66784472184042
464.6415901502505,3.658383788865993e-05,0.8449005922195207,3.167487709548207e-05,13.62721541581845
468.7173935726211,3.451201535928295e-05,15.17008726466087,2.191711617824069e-05,32.47813972177099
472.7931969949917,4.207470773668344e-05,31.35976877016488,2.339852559278859e-05,80.00731230980195
476.8690004173623,4.59400677852957e-05,31.33928790530503,2.818449446262249e-05,115.8088198188346
480.9448038397329,4.880375202170063e-05,13.51572762077214,4.343169292307359e-05,134.2131928368013
485.0206072621036,5.431103471244995e-05,4.135688221606111,6.241337780782496e-05,143.2196015630051
489.0964106844742,4.86573244218303e-05,5.645331043291208,6.89448345661097e-05,146.3548251790147
493.1722141068448,3.480060159186636e-05,8.593952726124355,6.098211882492698e-05,141.5057570546457
497.2480175292154,2.19480132636538e-05,21.28437092475584,5.264296996362653e-05,127.6484739644224
501.323820951586,1.38911094505907e-05,21.98610312202792,4.806676937606952e-05,109.8053789018091
505.3996243739567,1.224635682276125e-05,170.9347933397922,4.994234135157653e-05,90.82375262366226
509.4754277963273,1.472272944408895e-05,8.463944071884756,5.765021787482406e-05,88.11846140412965
513.5512312186979,2.233512462318963e-05,22.8914244894748,6.092869141652336e-05,102.3161203751712
517.6270346410685,2.34090304759741e-05,52.50469994867976,5.804530963913664e-05,117.2820754420105
521.7028380634391,2.616362326820567e-05,102.961703390517,4.469092369753093e-05,126.6704126167349
525.7786414858098,2.344875507256393e-05,130.6987648033966,2.92349531376194e-05,125.8142632921899
529.8544449081803,1.709185739541647e-05,130.9483354036946,1.998456561811915e-05,97.51623552957679
533.930248330551,4.130214205705336e-06,114.3698774368876,2.37095755870205e-05,54.07491089146014
538.0060517529216,1.874756180821599e-05,134.9017716973324,3.618229787644187e-05,44.40538436872695
542.0818551752922,3.008531034276384e-05,159.6680035156357,4.017138984562442e-05,46.36733202856543
546.1576585976628,3.210731363606374e-05,2.260112848481683,3.257697280834422e-05,48.0144771721228
550.2334620200335,2.858199683141459e-05,179.8138237634658,2.584481212272858e-05,53.09892044087204
554.309265442404,3.38329841908414e-05,1.857264534487056,2.452302265263206e-05,70.05348937545772
558.3850688647747,4.185548620708539e-05,10.37087191192816,3.586346618652554e-05,88.97808462839932
562.4608722871453,4.186422009953065e-05,10.77025894484068,4.962314435495549e-05,85.35501811213992
566.5366757095159,3.591256789122104e-05,4.051666276140426,5.699428759201078e-05,77.1155128953185
570.6124791318865,2.443822016295933e-05,168.0640188863652,5.799119498155657e-05,77.60240671132615
574.6882825542572,1.410063462348712e-05,140.9119335309319,4.320716864887538e-05,71.67875477146131
578.7640859766278,1.130728775699672e-05,106.6025516693898,2.478954726194042e-05,30.45705842180783
582.8398893989984,1.394801117780562e-05,99.18519115111471,2.531476310312095e-05,160.6785386406811
586.915692821369,1.395757322980433e-05,110.2996674477717,3.401223290057383e-05,147.8334675151493
590.9914962437397,1.25724502077506e-05,97.68907965019716,5.069345853666853e-05,156.8760531758805
595.0672996661102,2.236504787282957e-05,74.77646784840006,6.547603310348838e-05,167.5355232174497
599.1431030884809,4.170775324905983e-05,75.17538403771401,7.375421597961458e-05,1.0202298701518
603.2189065108515,6.115323155808028e-05,69.62655639359689,7.830031139547312e-05,12.79618092251586
607.2947099332221,6.642072115927651e-05,58.41884819124592,7.061420564949666e-05,19.85901581881786
611.3705133555927,5.731016318762517e-05,50.40693048225998,5.968943080514214e-05,27.58021871712521
615.4463167779634,4.332446899581151e-05,38.71763446357879,4.930803958666984e-05,33.09094448919447
619.5221202003339,3.589772562506446e-05,173.4819068249397,3.166419819462566e-05,21.89663455194047
623.5979236227046,4.461190479362363e-05,149.100244028016,2.823616974726361e-05,157.1994760051387
627.6737270450752,4.014279246925447e-05,155.3891601206586,3.8446695500833e-05,138.2734750879607
631.7495304674458,3.440530665412656e-05,158.3966377313596,3.768140617033347e-05,131.5070518327248
635.8253338898164,3.150321824327574e-05,165.081691350541,2.555033116504146e-05,121.4996856319392
639.9011373121871,2.265704873800133e-05,11.01153714561004,9.768781830829021e-06,84.19571642869381
643.9769407345576,5.404193394973053e-06,60.57033639488476,1.85003980285875e-05,155.9563853362102
648.0527441569283,9.057449111912085e-06,26.16280476094275,3.751552531464078e-05,149.5056608561522
652.1285475792989,1.201467726315122e-05,25.84867540980279,4.002845630740276e-05,151.1953567827415
656.2043510016695,2.220156005463645e-05,17.71467338216202,3.094756599083055e-05,145.2230733153355
660.2801544240401,3.119086737640127e-05,9.996713875637434,1.718144490839122e-05,142.6816262783808
664.3559578464108,3.887927726223112e-05,163.291101778882,5.040699146878944e-06,114.1677886780643
668.4317612687813,4.864212940684295e-05,139.3328099174956,2.960397272249768e-06,99.31531446941871
672.507564691152,4.869709117203164e-05,116.3962746309133,8.197038337132854e-06,157.6644630856331
676.5833681135226,5.216588644127235e-05,97.79112732186678,1.788761101237404e-05,119.1707265668825
680.6591715358933,5.565855368825198e-05,84.78071092333238,2.695814078807974e-05,111.3263586294662
684.7349749582638,4.917763133673865e-05,64.49281640023919,3.581148206714162e-05,113.8133465421645
688.8107783806345,3.172115627517681e-05,43.61953027677943,5.210612548074227e-05,107.0368869329395
692.8865818030051,1.903231555196284e-05,12.54070148335619,5.83291475729004e-05,111.664645942267
696.9623852253757,1.972819080271629e-05,168.0066812382725,6.112991353181747e-05,126.756026121204
701.0381886477463,1.435707975809746e-05,136.7441230648262,6.382458110310206e-05,131.0982841797866
705.113992070117,1.016571674679936e-05,94.62383524040162,5.453092781582114e-05,133.9314998062764
709.1897954924875,1.294183934579253e-05,12.96313060351162,4.568811481994494e-05,135.7478167760687
713.2655989148582,3.259582105408363e-05,177.9728360375796,4.542062291507885e-05,115.4791175786467
717.3414023372288,4.036548151203841e-05,176.626477297304,4.116399798416885e-05,92.48948498620734
721.4172057595994,4.348376153514956e-05,164.7759134148748,3.504223077098315e-05,53.94671670572734
725.49300918197,6.286173432797964e-05,153.3954242740853,4.872980938952829e-05,25.19392337758259
729.5688126043407,8.687199514289906e-05,150.5121241855993,5.428632894972742e-05,1.200182011556643
733.6446160267112,9.572514830230336e-05,153.047391657573,6.071441206624296e-05,154.3747347689657
737.7204194490819,9.547618234135246e-05,164.2652511700583,5.961258200870502e-05,140.9683619542372
741.7962228714525,8.909748136963105e-05,179.9432941427699,5.055243465231577e-05,128.8552883338879
745.8720262938231,6.63725156731146e-05,17.72589350952371,4.723087723480897e-05,129.1563201426179
749.9478297161937,4.331181458504557e-05,42.7760428626584,4.432908903600088e-05,149.0711123078942
754.0236331385644,2.914273888665931e-05,68.02013319728687,3.942586104984779e-05,166.6000480729445
758.0994365609349,1.599974626682378e-05,98.02916364724787,3.270852674890663e-05,173.5520292088673
762.1752399833056,1.2133715052811e-05,120.8762754879094,2.354739503324441e-05,3.958978030045212
766.2510434056762,1.525885535146409e-05,134.5843773858757,1.007615872140953e-05,37.1180590239696
770.3268468280468,1.667280706031442e-05,153.2224868544434,1.44603359832362e-05,94.35961138797782
774.4026502504174,9.653017932323213e-06,147.1417027650678,2.371289615488168e-05,68.86006065152054
778.4784536727881,1.435330278452755e-05,169.7894538006817,2.760863318971219e-05,38.68380153323641
782.5542570951586,2.749464801483874e-05,7.458922446744899,3.116041084729992e-05,15.05563865876674
786.6300605175293,2.177731328975294e-05,21.1531855051529,4.337290156389949e-05,172.1400517374058
790.7058639398999,2.369465187190231e-05,33.35031715364988,5.541216021424717e-05,158.6788960907085
794.7816673622706,4.022083407672147e-05,36.20272313564123,4.776157167091118e-05,157.4855624408252
798.8574707846411,3.842537554829443e-05,45.02266575957361,3.313482550113152e-05,149.6661723576981
802.9332742070118,2.345330372494817e-05,51.39556155392203,3.362533833524167e-05,128.5517821635987
807.0090776293824,1.636313605439758e-05,56.79312759097812,3.518160253599721e-05,112.556736485286
811.084881051753,1.334016783851737e-05,139.4527783544532,4.168143717964369e-05,96.68884938095444
815.1606844741236,3.476042132699603e-05,3.525808164696982,4.855821732236054e-05,102.7975552981648
819.2364878964943,4.834747638917995e-05,7.68067634663998,4.03905138257478e-05,122.1693873346199
823.3122913188648,6.258434805353094e-05,3.011275162880271,3.238771697219242e-05,134.6097976810539
827.3880947412355,6.073696038554425e-05,174.6754641422311,3.118438755064771e-05,133.6912022685969
831.4638981636061,3.296050281329124e-05,161.8779674596045,2.74783286996937e-05,139.8848939186596
835.5397015859767,1.641919856982572e-05,109.9607623359447,1.924555256424044e-05,142.0610011334381
839.6155050083473,2.925518436342084e-05,64.7791634122206,1.344777812536813e-05,142.0284566014123
843.691308430718,2.654570034198374e-05,34.19249283743088,7.79250710066172e-06,10.51510899015349
847.7671118530885,1.281748764134067e-05,135.1448512629046,1.491725363044495e-05,92.77801744946676
851.8429152754592,2.326053308999897e-05,46.80401961751637,1.901767877517932e-05,111.7147880105068
855.9187186978298,3.455966159336491e-05,47.33178449805223,8.734293837819556e-06,145.8049993349562
859.9945221202004,3.603834052752943e-05,69.7627303401766,1.446702781398985e-05,84.36023083207466
864.070325542571,3.017550208447706e-05,75.63898403232534,3.406122813300358e-05,107.4445765888073
868.1461289649417,2.4518386479198e-05,72.47710059387393,5.208325774774117e-05,113.4775558401331
872.2219323873122,1.962725575995125e-05,61.43752589741056,5.636814252914564e-05,118.4732536798735
876.2977358096829,2.520492703981758e-05,35.2442022993068,5.09235330040344e-05,120.1854832911576
880.3735392320535,3.181210241770533e-05,34.19021812848872,4.600520501406349e-05,117.4701327468124
884.4493426544241,2.679143611709166e-05,48.75933090461592,4.343144279118192e-05,124.9907299590405
888.5251460767947,2.092171808311313e-05,62.98927125180868,5.275324038018416e-05,130.0695846309996
892.6009494991654,4.613811459746719e-06,19.13325691537988,5.417123457141766e-05,132.1839862513377
896.676752921536,2.325991150404194e-05,90.31668895740397,3.718319710212353e-05,141.1549515615971
900.7525563439066,3.674333905876147e-05,96.42412908962164,1.431329857300227e-05,158.420925322125
904.8283597662772,4.740973363173676e-05,107.6036169653169,2.19100044897681e-05,107.0752080458575
908.9041631886479,4.668681219784944e-05,115.0577491452272,4.341296737607045e-05,114.688215507211
912.9799666110184,1.299596836544863e-05,128.324789426797,3.820866354786909e-05,114.2568662214049
917.0557700333891,2.116687887102616e-05,122.3248444949427,2.616236913160165e-05,109.1611261932971
921.1315734557597,3.389777461440093e-05,146.4468731815147,1.316144557449697e-05,131.3215160839476
925.2073768781303,5.132291028796402e-05,148.3550153662919,9.512579980531266e-06,34.24295394571629
929.2831803005009,4.292331239230733e-05,132.6745188243631,1.579455426242687e-05,73.36007920804836
933.3589837228716,1.535098077095888e-05,48.12650878621248,2.401534012544095e-05,86.59277631159598
937.4347871452421,3.733145011147194e-05,8.853860925196493,2.918737285859557e-05,118.7161879658139
941.5105905676128,5.254863246029433e-05,20.84948656408358,4.217903916529948e-05,141.4695751871281
945.5863939899834,4.688142062566453e-05,26.72417787271115,5.08150443729001e-05,144.1266983850639
949.662197412354,2.243002380289354e-05,45.79185992119998,4.995135714265699e-05,144.5714727901793
953.7380008347246,1.160356007838461e-05,133.9590899398704,4.662460143486167e-05,135.2557162717071
957.8138042570953,2.361850051817733e-05,26.11609277329999,4.864870527887867e-05,110.7277677750422
961.8896076794658,3.843691261979779e-05,55.50375985953443,4.728886880353894e-05,92.16262946879398
965.9654111018365,3.714579309820574e-05,80.94599244310815,3.155575858372743e-05,92.82984816515201
970.0412145242071,3.72213302635027e-05,133.1671397984645,1.349352350879976e-05,122.8463151572973
974.1170179465777,6.213187512884529e-05,161.2968782236499,1.44557375942949e-05,50.28096050615704
978.1928213689483,8.185948674448215e-05,167.8254252576006,3.355806180426597e-05,51.43319744014296
982.268624791319,8.526969876793178e-05,173.9492219720308,3.825247244613565e-05,37.09983128983774
986.3444282136895,6.987585876565854e-05,2.338736739052358,2.016562913334135e-05,23.27268081636294
990.4202316360602,5.605107538953929e-05,7.117854011228281,1.151461333729243e-05,131.6665501793707
994.4960350584308,6.074301726995384e-05,8.231843524874936,2.370008764604625e-05,99.58099548700976
998.5718384808015,6.501580677681862e-05,12.73926055522822,3.586161446914709e-05,81.58377041228545
1002.647641903172,6.089450577753181e-05,11.55586956993303,4.128964756043609e-05,77.70408955259397
1006.723445325543,6.025152243884642e-05,11.6961067465912,3.6978529555628e-05,72.39788419011427
1010.799248747913,5.558331360169958e-05,34.91417448580872,2.795510845008641e-05,52.3129520182989
1014.875052170284,5.320345198189847e-05,72.31908437183179,1.930772010429245e-05,28.11730255883624
1018.950855592655,5.516182521635441e-05,90.0640054736449,1.207126544149097e-05,173.3016072745215
1023.026659015025,5.002806665888091e-05,95.82328339094069,5.370905357751974e-06,70.83027006392292
1027.102462437396,3.608292021214079e-05,125.3011684206043,2.487800509668322e-05,0.1079370796657664
1031.178265859766,3.25881036324065e-05,178.8660504538103,5.000462321445714e-05,176.0731066703648
1035.254069282137,3.292761612890482e-05,43.82555565697202,6.883391517273743e-05,179.9495696669582
1039.329872704508,4.705837108537224e-05,74.14432221196367,7.183979983305635e-05,3.607706844552574
1043.405676126878,6.453306640574229e-05,86.66178837909273,5.911766343668297e-05,179.6737958121954
1047.481479549249,7.047871290021542e-05,98.55913788993348,3.873269334515942e-05,169.1980174700365
1051.55728297162,7.152023411596258e-05,100.7704863782414,1.709213232403384e-05,144.168361215896
1055.63308639399,6.928104305703319e-05,95.32728260724524,1.279595087832418e-05,63.54882343745943
1059.708889816361,6.141068431812758e-05,84.34037151010116,1.474754017409719e-05,7.884251806054292
1063.784693238731,5.595592753118833e-05,71.40696752039752,2.505770708150661e-05,132.4612614392441
1067.860496661102,5.17363850031889e-05,65.20301134326824,3.44865352755031e-05,112.2511789243297
1071.936300083473,4.597590035037814e-05,50.29136300711721,3.409241372064671e-05,88.68904102246117
1076.012103505843,3.546562260539047e-05,34.18221827686627,3.508631188613448e-05,60.67018361374612
1080.087906928214,2.53232311841762e-05,24.94071969730411,3.096722438454001e-05,20.5332444197937
1084.163710350584,1.850939520376407e-05,30.49930551782449,3.584904480049806e-05,153.9742867133001
1088.239513772955,9.527251122514798e-06,90.22407942041583,3.929692486971991e-05,138.8457092008331
1092.315317195326,1.301053070241207e-05,160.7278884765894,3.697002996894196e-05,137.547244984986
1096.391120617696,1.936883624252801e-05,24.27826342854928,3.503965684631073e-05,132.7532398306732
1100.466924040067,2.519493902974782e-05,58.70286543382992,2.975478392495466e-05,125.0361995109553
1104.542727462438,3.045075567308991e-05,98.99012976649909,1.9369561825943e-05,108.9196117578176
1108.618530884808,3.947211759881673e-05,123.5183742558196,1.947352834334322e-05,75.69984075866032
1112.694334307179,3.357234947544971e-05,148.0704461312137,2.937380197972187e-05,73.07736979627656
1116.770137729549,3.520133681687169e-05,23.38666586336588,3.186872164274059e-05,85.36550393068806
1120.84594115192,4.722816367866806e-05,42.71785573340228,3.010782567218556e-05,102.8817666045878
1124.921744574291,4.501873464757823e-05,48.81266931464305,3.254598316705991e-05,111.4144503249237
1128.997547996661,4.469089266981293e-05,59.04195425374291,3.227748884283264e-05,111.2303220045184
1133.073351419032,4.472949746020017e-05,65.04787609663666,2.23488878932158e-05,101.813519931114
1137.149154841402,3.683691361827658e-05,80.4986918786921,8.639035440828801e-06,60.62505633169697
1141.224958263773,3.398915112985543e-05,115.2956419467589,7.766438800713023e-06,143.613468832958
1145.300761686144,2.85617729092565e-05,136.3293620467425,5.477957676736084e-06,104.6764693429061
1149.376565108514,2.41574962439842e-05,177.8178356525854,1.555195696039069e-06,173.7121661237093
1153.452368530885,3.79654265257006e-05,27.27332716827488,9.983063379372345e-06,85.9082003694225
1157.528171953256,4.176738157321041e-05,32.80153017326567,2.610629911886213e-05,98.13619453843982
1161.603975375626,4.030043160201514e-05,23.78625338411185,3.666480625711552e-05,112.5712544344985
1165.679778797997,4.168227104086437e-05,17.7359771053637,3.911867328490188e-05,119.7237126043991
1169.755582220367,3.626748595344273e-05,30.01283043668258,3.680939514580147e-05,120.3750532335774
1173.831385642738,2.919939660983648e-05,59.5886469288668,2.99487660850328e-05,113.2779965303843
1177.907189065109,3.22120900228055e-05,88.3946804116753,2.758631037879523e-05,93.45903894287169
1181.982992487479,4.313948129294348e-05,98.69378220528104,2.533539819705193e-05,80.17214453067329
1186.05879590985,4.500548090028464e-05,94.05022775031567,1.655874901780293e-05,84.12169489365733
1190.13459933222,4.750210470698867e-05,77.88406245761244,1.618777513879875e-05,141.5400711584751
1194.210402754591,6.113799435379279e-05,67.2308411678588,3.45584668860593e-05,177.137661743796
1198.286206176962,5.463604972525284e-05,55.16512741288844,4.845023291116172e-05,8.009526125768554
1202.362009599332,3.371099790446779e-05,30.90386659217278,4.458692917178052e-05,0.8063573222379207
1206.437813021703,2.85465191589872e-05,175.4986178696316,3.44706614821391e-05,156.8524373466472
1210.513616444073,4.145572992496136e-05,152.1721438488101,2.5741169658951e-05,115.7398284282144
1214.589419866444,4.885778022710814e-05,147.95863066599,3.826938175069427e-05,66.70649290944111
1218.665223288815,4.03170046708394e-05,167.2926789451218,5.244306113278033e-05,53.92271919966022
1222.741026711185,3.603770021776684e-05,30.27988579812842,4.613794989231724e-05,50.58969832164846
1226.816830133556,3.059482608997638e-05,71.33063462294717,2.788028093739155e-05,46.00263686310299
1230.892633555927,3.922329396954966e-05,126.6620576326256,8.784552881405156e-06,42.38309178095006
